,rating,teks_setelah_prep
1021,2,windowsnya original
1022,2,juragan tolong cek barang say pesan tanggal mei
1023,2,kabel tes moga tnx
1024,2,barang nya bagus y moga pas bagus
1025,2,klaim garansi y
1026,2,
1027,2,produk bagus original kirim benget
1028,2,antivirus nya claim
1029,2,windows
1030,2,barang ok kirim banget capek nunggunya
1031,2,barang bangetkirain gambar
1032,2,juragan barang khusus djabotabek bandung
1033,2,xxnnxif
1034,2,packing fragile
1035,2,mohon tunjuk nya
1036,2,unit bagus jalan normal pesan unit kabel usb dipakeerror connect
1037,2,pesan one servis pesan pakai gojek
1038,2,casenya kadang baca kadang
1039,2,barang coba errordata masukgk muncul pemberitauan pas pasang laptop
1040,2,pakai pc
1041,2,hardisknya kosong mohon respon
1042,2,tuh hardisk casenya
1043,2,kredit sie
1044,2,bonus kabel otg bentuk fd nya beda ya
1045,2,barang selamat kirim hitung cepat kecewa hard case hdd inch inch
1046,2,pesan warna hitam warna biru
1047,2,pesan warna hitam nya warna biru
1048,2,kapasitas full gb baca gb
1049,2,original ka
1050,2,pesan terima case hardisk usb obeng sekrup sesuai judul iklan aju kembali dana sesuai respon lapak trimakasih
1051,2,gb gb
1052,2,barang nya emang cepat kirim nilai lazadanjuga jual sesuai judul harga minim kualitas minim saran nih ya mending beli original oem copy filenya susah baca mesti format yaaa ujung nganggur pakai coba beli test tau dapet kualitas bagus
1053,2,brang pesan lengkap
1054,2,bagus barang sesuai gambarbentuk nya beda besarbonus nya bagus bagus
1055,2,cek nomor resi nyata kirim gagal barang jalan pengirimdengan batal pesan terimakasih
1056,2,kadang tibatiba unplug
1057,2,cepat stabil kadang mbps
1058,2,credit
1059,2,lihat ulas nih laptopmakasih yahik hik hik
1060,2,otg nya gs dgunain hp
1061,2,judul deskripsi bener judul tulis smart televisi deskripsi dijelasin banyak gadoin micin nih jual
1062,2,ya inch inch
1063,2,juragan bener inch inch
1064,2,kirim surabaya jack nya ygcabang beli program ws nya scan repot sih terimakasih ya lazada
1065,2,layar sentuh ya
1066,2,digital
1067,2,kecewa flashdiskny format ntfs copy file corrupt jdiin bootable windows eh detect ny gb gb abal nih fd kekny
1068,2,kurir profesional
1069,2,gilee barang rumah k eh harga turun k
1070,2,fungsi
1071,2,kirim barang oke fungsi kaki nya diri in nya nih juragan mohon kirim ya nya bom kirim cek lengkap nya tinggal
1072,2,lumyan
1073,2,free bracket nya available wilayag jabodetabek juragan
1074,2,bayar d
1075,2,thexs lazada barang trma kirim cepat paking rapi oke trmks lazada
1076,2,barang order tanggal juni tanggal terima juni terima barang nomor resi terima email mpds cek mohon informasi terimakasih
1077,2,ikut langkaah kirim ternytaa pas install startuseexe nya input activationnyacode nyaa invalid
1078,2,pesan tgal pakai jasa kirim gojek harap tgal siasia bayar ongkir butuh cepat antivirus gagal pakai harddisk oke barang oke tingkat kirim
1079,2,kirim bungkus kardus buka kecuali usb antivirus kappersky tau promongga sesal
1080,2,tutup nya buka this front cover be opened
1081,2,kecewa flashdisknya kapasitas kurang gb konek otg uang nya mahaltapi konek otg
1082,2,bagus pesan harga mahal
1083,2,barang nya d tangan hilang
1084,2,barang bgusmemori gb baca gbsemoga awet aminn
1085,2,sesuai capacity nya
1086,2,kecewa pesan kabar kurir
1087,2,barang sesuai free pen ponch nya
1088,2,orang kirim pakai gojek charge kirim pakai jne layan lambat pesan jumat undur senin kirim nya tahan nya pakai jne jual nya aqua
1089,2,cover nya bagus sesuai keguanaanya backup file kartu garansi kompetibel copy software
1090,2,harga turun pembayara langgan kecewa
1091,2,pesan tanggal des kirim gosend barang terima aneh status kirim barang terima aneh status jam order jam barang kirim ngawurrr coba hubung jual response coba hubung lazada jawab standart solusi bener kecewa tipu
1092,2,kirim waktutetapi packing memuaskansehingga barang terima cacat
1093,2,carany cicil
1094,2,warna
1095,2,jenis barang tersebutternyata harga bekas bilang mahal harga pasar charger stabil longar tolong tim lazada perhati jenis barang second
1096,2,lazada tulis terima barang
1097,2,gb gb hadeh
1098,2,harga lumayan murah hasil kecewa sinyal gambar warna bagus
1099,2,rada beli emang harga segitu tuh free
1100,2,beli rb rb beli beli
1101,2,hati tipu harga murah
1102,2,cd rom driver nya
1103,2,pakai menit hdd nya baca colok ulang deh
1104,2,penyimpananx tb msi ready
1105,2,baut
1106,2,cracked in delivery in sudut weeks and only dvds played not working just shows nomor disc nomor guarantee
1107,2,barang nya bagus sesuai
1108,2,kecewa tuk video
1109,2,beli rusak filenya langsung karakter aneh untung filenya cut
1110,2,fisik pakai hdd toshiba pakai hdd hitachi size cocok t kecewa fisik pakai hdd toshiba harga loh turun
1111,2,layan bagus sih produk bagus
1112,2,tolong pesan batal okeee
1113,2,terimakasih pesan cepat
1114,2,pesan tanggal kirim tanggal butuh banget pas kaget banget beli laptop jadiin wrap bubble alhasil kardus penyok parahh beli laptop juta biji asa beli barang murah untung laptop
1115,2,nyimpen rusak data
1116,2,flashdisk rusak tipu bangsat beli juang kecewa beli rusak
1117,2,barang ya terakhit tanggal desember
1118,2,colok flashdisk error bootable format akh kacau
1119,2,kemas isi kusut kemas stiker warantynya
1120,2,barang selamat coba barang sesuai gambar
1121,2,produk original kemas buka pakai cutter bagi
1122,2,aju kreditcaranya apaterima kasih
1123,2,kirim surabaya ya
1124,2,tampil enak y ram gb kadang aplikasi ny xiaomi gb
1125,2,kirim nya
1126,2,warna hitam
1127,2,pesan merah kasih hitam tipis shockproof besar case nds xl kaya kirim
1128,2,ya
1129,2,warna salah ukur barang cocok hdd sesuai harga
1130,2,kirim produk beda retur malas ribet
1131,2,bagus bahan buat aluminium stainles kes kokoh
1132,2,gemebel corup pas copy file najis tlol
1133,2,kirim cepat terimakasih
1134,2,flesdisk nya copy file komputer dibukak kecewa banget tipu
1135,2,barang cepat pesan gb kirim gb
1136,2,sesuai pes gb gb packingnya rapi kurir ramah thnks lazada
1137,2,barang kemas rapi barang terima cacat menindahkan file save data hilang sambung televisi file dukung pakai fd toshiba milik mama sambung
1138,2,packing rapih dokumen pindah baca buka putar
1139,2,flashdisknya d pakai
1140,2,kirim nyapesen des sd terima
1141,2,mesan statusny proses ya
1142,2,layar nya goresanngak tau tukar k
1143,2,pb slim nya merek tau mahh nya juragan
1144,2,pesan kirim kirim status proses barang toko nomor pesan gmana batalin mesan
1145,2,bonus bagus hardcase kecewa harddisk nya bekas pakai axioo pakai kali baca
1146,2,flashdisk nya baca laptop pindahin file
1147,2,sampenya lamretaaa
1148,2,mudahmudahan awet
1149,2,bonus bintang minggu datangx kurang bintang
1150,2,coba ngetik eror tekan l langsung
1151,2,not real gambar tulis usb
1152,2,barang connect hardisk led nya nyalah
1153,2,body flashdisk renggang rekat alteco oke jelek alteco
1154,2,payah nihdi terang kecwpatan kecewa deh
1155,2,data simpan cepat setel buka data hilang kecewa
1156,2,barang terima coba pas buka bkan tipe csaya retur tipe c dibalikin ajj
1157,2,barang bedacepet panas
1158,2,tunggu bom extimasi mending an kirim kurir lex pos indonesia kasih nomor resi salah kecewa
1159,2,kirim minggu suara super volume atas suara beda inci volume suara tendang kali gambar wajar murah harga kualitas
1160,2,harga oke barang pajang gambar tipe tawar lis tebal hati belanja
1161,2,barang nya tumben nya kirim cpat lex drpda jne
1162,2,kirim cepat sayang suara sond nya turun televisi payah
1163,2,barang cepat bgs banget
1164,2,minat orderpesan barang kamiuntuk sila add whatsappwa langsung resseller tokopengirima free ongkir indonesiaterimah kasih
1165,2,min maaf proses credite yaa mohon informasi terimakasih
1166,2,barang terima sesuai tulis iklan situ tulis free braket terimakasih
1167,2,format movie mkv gp
1168,2,cicil
1169,2,usb movei ya
1170,2,size nya yaw
1171,2,segel second
1172,2,gambar jernih
1173,2,televisi bagus cacat sayang kualitas televisi jelek lazada kereenn banget kirim cepat
1174,2,model bagus sayang suara televisi kadang keras tibatiba hilang beli televisi second resiko beli online barang kualitas bagus barang second
1175,2,puas barang terima televisi nya suka mati suara kadang cepat bikin kaget kecewa deh
1176,2,deskripsi putar musik film via flashdisk pas coba lubang usb nya servis only sesal beli televisi salah timbang beli televisi bilang nya puter film via usb bermerk sharpternyata
1177,2,barang
1178,2,barang oke murah banding kirim minggu lebihpadahal barang pakai cepat komplain livechat x jawab standar ditindaklanjuti komplain cs fanpage fb besok barang langsung kirim
1179,2,estimasi terima tanggal mei eh tanggal april terimakasih lazada ninja express tanggal pasang menit mati colok kabel power mati listrik konslet garansi return barang
1180,2,kirim sesuai estimasi bercak lcd servis mana binggung nota beli garansi
1181,2,lumayan bagus muas katay booster pas setel bagus gambar
1182,2,nomor pesan televisi sharp led inchi mohon informasi nya cek resi pos indonesia data temu
1183,2,suara suka turun kadang suara kencang terkadang hilang suara kualitas warna kalah antena samamenang harga
1184,2,sesuai gambar emas ckup kirim sesuai kira senang belanja lazada
1185,2,beli toko port usb pakai nonton film usb pas beli port usb servis only tipe nya gambar tajam sih usbnya hilang
1186,2,kali beli barang lazada kali kecewea barang beli sesuai iklan situs situs televisi koneksi flashdisk barang flahsdisk iklan janji kirim paking kayu bubble wrap kembali barang bayar bungkus packingan kayu rugi duit deh
1187,2,input video vcd player gambar warna layar hitam putih televisi warna gambar layar
1188,2,pesan tanggal status lacak barang tanggal jalan tanggal kabar butuh barang depok
1189,2,barang ok garis yah mudahn awet biar sesal beli ladaza
1190,2,televisi hdmi usb usb movie mohon deskripsi ubah sesuai fungsi
1191,2,layan kirim muas barang d alamat tuju alamat kabupaten barang ambil kota provinsi ongkir tambah alamat tuju
1192,2,pesan tanggal november tanggal desember barang bom payah kecewa
1193,2,barang bagus sistem layan lazada sungguh buruk barang proses komplain cs lazada x sungguh sesal untung barang nya selamat cacat mohon depan sistem nya baik ulang
1194,2,perlu nonton televisi sih bagus buka file file video kapasktasnya performa jelek lot kirim minggu jadwal
1195,2,juragan order ngorder tanggal jan tolong konfirmasi terimakasih
1196,2,barang ubah pikir kembali uang dana sesuai pes
1197,2,pesan tanggal desember ditunggutunggu tanggal desember kirim televisi nya ok coba kirim cepat kasih rating tingkat kualitas layan
1198,2,hari bingung batalin barang kirim nomor resix batalin beli d toko takut barangx hmmm ne aqx
1199,2,barang bagus terimakasih philips pesan pagi des barang tanggal kecewa ongkir magetan rb kirim ark bulky paket ekonomi notabene murah sistem hitung ongkir lazada error harbolnas kemarin temu angka ongkir wajar produk mahal gila jakarta mgt kg non elektronik
1200,2,barang packing kayu packingnya patah kardus rusak sobek bagi kayu packingnya patah eh buka lcd televisi nya remuk alhirnya langsung laku retur barang packing sediakala retur jne nya pesan
1201,2,kembali rusak
1202,2,kirim ny lambatga cek posisi barang d
1203,2,kirim estimasi kirim
1204,2,ubah pikir
1205,2,kredit
1206,2,barang datangbaru coba remot berfungsimohon baik
1207,2,barang oke kirim widich bener minggu coy
1208,2,ko bracket nya ya itu agian wajib splayer order
1209,2,worth it harga bawah jt dead pixel yah nyebar
1210,2,televisi bagus harga jt an
1211,2,barang bagus sesuai iklan nomor bracket
1212,2,kemarin br pesan tanggal november barang november pas dihidupin jam pegang blakang televisi panas ya beda televisi samsung panasonic led
1213,2,barang pes tanggal juni terima selasa tanggal juni cepat yach hidup layar gar mohon tukar percaya langgan nomor
1214,2,terimakasih lazada barang kecewa kurir sabar jemput
1215,2,mantap
1216,2,notebook ny bener kosong skalidi detil nyasaya terinstal windows nya nya langsung kali beli laptop kondisi kosong garansi nya tanggung pesan minggu kemarin transaksi laptop kosongsangat kecewa barang kembalikansetelah buka coba instal gagal terima barang tanggal oktober nomor kirim
1217,2,sayat kredit
1218,2,pakai notbooknya mati min pakai jatuh kena air lain mati layar nyala informasi nya kecewa
1219,2,kasih informasi donk nyicil proses pakai kartu kreditterima kasih
1220,2,assalamualaikum nih harga yh siyal yh kuat
1221,2,pakai window bit ya
1222,2,min cd nya
1223,2,touchpadnya fungsi lazadawaktu kembali produk tulis kembali produk munculburuk
1224,2,barang d invoice d barang cacat kali beli d lazada sukses kali alam naas
1225,2,tinggal kabsemarang daerah tinggal ku
1226,2,nyicil pakai syarat
1227,2,kirain lektop teryata bukanpas nyalain eror
1228,2,bayar rumah
1229,2,touchpad fungsi
1230,2,juragan cicil nya informasi donk
1231,2,harga kualitas televisi murah harap dapet kualitas oke menang merk sesal pakai lcd aqous jozzz loakkkin nih televisi prettttt
1232,2,televisi terima segel belakang
1233,2,kirim led televisi packing payah beli dus nya hancur layar lecet lecetdus televisi tipis tebal bikin amantoh bayar nya beneran pakai uang mainanharga juta packing nya ngremehin
1234,2,tolong ya pesan sesuai estimasi kirim tepatjangan telat lebih estimasi kali tuk lazada mohon baik terimakasih
1235,2,kirim cepat
1236,2,ni pakai voucer gojek point mas
1237,2,pesan nympe ya lihat status terima tanggal januari
1238,2,flashdisknya lumayan bagus cekhanya bungkus flashdisknya butek barang bekassetelah cek kapasitas flashdisknya utuh yacuma gb gbyang jujur donk kakterus kirim
1239,2,lumayan kadang beda laptop muncul virus nyaman deh barang virus
1240,2,tanggal terima nya telat tanggal tentu
1241,2,gb free spacenya gb
1242,2,terang gb coba gb gb nya kemanain kecewa
1243,2,status dterima menrima lacak
1244,2,klao barang original
1245,2,sampai cepat sih kecewa lihat mall murah hehe
1246,2,kredit home kredit
1247,2,si oke lepas update windows trouble laptop black screen lampu indikator nyala baterai penuh kecewa
1248,2,respon jual bagus kirim banget bulan pesan rim
1249,2,kirim cepat gambar blur televisi jernih solusi ya
1250,2,tolong jual lazzada garansi barang suara muncul hilang teruss urus
1251,2,barang d terima susah payah ambil kantor pos tolong kali jasa kirim posindonesia
1252,2,lazadanya sih ngepak barang lumayan cepat pas jasa kurir pakai lazada pos indonesia barang tahan banget pos indonesia ambil kantor pos indonesia kado alas pos indonesia overload klasik banget wkwk moga kali pilih kurir pilih beli apa deh bayar bener
1253,2,produk cek sistem analog sistem digital lubang usb sedia putar video mp lain servis
1254,2,televisi rusak gambar garansi kecewa
1255,2,kecewa televisi nya seperri televisi produk gagal bagus siar nya hitam putih sebagia
1256,2,alhamdulillah barang pas nyalain ko gambar nya afa kaya girimis girimis ys
1257,2,kirim kecewatol k dpnnya perhati langgan kucewa
1258,2,coba kirim lexpasti batas tanggal kirim
1259,2,layan cepat respon cepat barang lengkap kualitas fisik ok lot program install update windows kurang applikasi program
1260,2,barang cepat charger adaptor tas laptop laptop buku pandu kartu garansi dos paket kecewa paksa beli toko pakai
1261,2,microsoftnya pakai belikecewa
1262,2,lot bikin kesel acer ku spec acer kirim ok
1263,2,laptop error minggu pakai suka restart
1264,2,pesan minggu kemarin lihat informasi jumat
1265,2,klik beli masuk keranjang
1266,2,bayar
1267,2,bracketnya
1268,2,flashdish berpa giga dflashdish tulis gb pakai cm gb kecewa
1269,2,isi ya emang sih stiker datascrip temen lho
1270,2,barang oke kirim cepat kecewa kecewa
1271,2,pakai lepas n pasang koq rusak ya juragan
1272,2,barang nya oke kapasitas nya bohong gaka gb cek pakai hapus format ttp sgtu gb kapasitas ny
1273,2,gb gb made in china sih official store loh
1274,2,barang asi original barang samsung ragu tapigaransinya rusak bawah mana
1275,2,kak pesan kirim pakai gojek kl tunggu kantor pulang maaf kolom eror
1276,2,maaf ulas barang nya sesuai gambar terimakasih lazada
1277,2,sesuai gambar gb lakok isi nya gb
1278,2,kapasitas gb
1279,2,ragu asli kirain garansi samsung indonesia distributor cepat read rela mbak
1280,2,barang lumayan bagus barang kemas penyok utuh kecewa
1281,2,mohon jual prodak original garansi resmi proses kirim cepat trims
1282,2,kirim lama sejarah belanja online
1283,2,kali beli laptop asus lazada duadua nya mati pakai minggu mati bawa servis center nya mati bawa sc inap pulang bagus sih komp ganti mesin asus bertanggungjawab lhoo kerja yak kali ketidaksengajaan deh produk asus nya lazada nya
1284,2,kirim cepat kecewa belakang usb nya beli teliti tukar ya hari
1285,2,flsdsky pakai
1286,2,barang fungsi memori gb mbak lebih file rusak baca
1287,2,barang bagus gb koma sekian sayang mesti kali mindahin film lagu sich lancar n puter kali tampil coba televisi hilang nih tukar barang garansi n jual jujur n rugi si beli terimakasih
1288,2,barang terima hari mesan free gb nya gagal format pakai emang usb nya reject mohon dijadiin bonus terimakasih
1289,2,barang rekomended fungsi haru simpan data dicheck folder data besok pakai data hilang coba reformat test nyimpen data copy paste hasil cek folder hilang test banding flashdisk original original data simpan data flashdisk hilang simpul flashdisk murah mudah barang reject musnah ya kak flasdisk gb serta bonus flashdisk kable otg terima kondisi bagus flashdisk coba deteksi pc lumayan simpan file lagu sesuai harga kable otg bonus fungsi masalah nama bonus
1290,2,gb pakai copy data kadang baca kadang
1291,2,packing rapi bonus harga murah good jual but fake save video
1292,2,paksa tulis flas disc pesan fungsi normal file simpan dalam hilang
1293,2,barang original gilir d pakai kecewa sih terima kasih lazada
1294,2,casenya bagus kuat cocok pakai case busa segate tolong kebih teliti kirim tali tahan external hdd terima putus malas balikin jadk jahit
1295,2,pakai format
1296,2,usbny pakai
1297,2,barang bagus dos packing bagus dalem real packing fd nya hancur banget niat pakai gift seal
1298,2,barang sesuai gambar bagus unik flasdisk ny masuk slot pc kmptr laptop terimakasih
1299,2,murah packingnya rapi cepat barang bagus asli suka pokok
1300,2,tulis gb gb
1301,2,lumayan cpetkondisi bagus
1302,2,batang gambar warna motif benda
1303,2,tolong barang pemberitahuan aplikasi barang terima nyata nya biar cust panik lur pemberitahuan terima tg nya kemarin nyampenya besok tanggal
1304,2,flasdisk eror pakai not conected kecewa
1305,2,plasdisk nya massa eror juragan data save hilang kurir nya ramah layan nya
1306,2,merk sandisk
1307,2,kecewa buka root kurang
1308,2,ko isi gb ya
1309,2,mes warna biru warna hitam milik pilih langgan pilih ide
1310,2,fd nya koruphaadeehhh
1311,2,kirim produk
1312,2,kecewa
1313,2,kau
1314,2,bagusmudahan awetttt
1315,2,garansi moga awet barang
1316,2,barang oke kapasitas sesuai mohon maaf kasih bintang mana bintang warna nya biru informasi jual warna req hitam hitam warna biru eh kirim biru yasudahlah sukses jaya
1317,2,pesan ya ngelewati estimasi
1318,2,kondisi barang sesuai informasi
1319,2,barang kirim sata ide kartu garansi nya sesuai spesifikasi
1320,2,pesan gb d cek d laptop cma gb
1321,2,barang real kapasitas lambat transfer file harga kualitas
1322,2,barang terima packing rapi remote rusak pakai tukar
1323,2,barang oke kurir unboxingdi coba nyala ucap nya ngegas cancel beli
1324,2,mksihbarang darat aman
1325,2,
1326,2,kondisi barang ok kirim ok bonus ok sesuai display sayang fungsi flasdisknya maaf retur
1327,2,nyimpan file folder file empty
1328,2,barang hdd transcend m warna biru h purple
1329,2,x kecewa barang lazadasan disk nya hologram nya kemas nyabukan gb gbapakah sandisk asli
1330,2,responnya cepat rapi sih pes cruzer glide kirim cruzer edge luang return barang pakai deh order tolong teliti ya juragan
1331,2,flashdisk langsung rudak
1332,2,bagus dimasukin data eh tau y buka
1333,2,pakai
1334,2,barang sesuai nyimpen data
1335,2,kecewa pakai hp model skgsaya baca informasi hp model skg pasang beda uk flashdisk n hp
1336,2,duh ni ko gni pakai nyh
1337,2,barang remote fungsi tombol televisi nya alhasil televisi nyala mana nih nukar remote nya tolong bantu ikedo store
1338,2,bayar tanggal tanggal barang d prosespadahal tulis estimasi kirim tanggal ni
1339,2,barang bagus kirim
1340,2,tolong dikirimin barang butuh banget untk tugas sekolah
1341,2,kirim cepat unit terima tmpkny error detect ps pakai psnan micrsd brjln kendala
1342,2,barang terima murni gb gb baca cepat transfer up mbps cepat transfer mbps cepat transfer mbps an original ya
1343,2,kapasitas realita cepat cepat mbps kecewa
1344,2,ganboleh tau lokasi toko
1345,2,juragan nyicil
1346,2,samsung
1347,2,kredit
1348,2,kabel otg
1349,2,moga cepat moga bener real gb
1350,2,fungi
1351,2,kirim cepat paket rapi coba kecewa habis copy paste set filenya buka solusi
1352,2,narang pakai rusak
1353,2,terimakasih lazada suka flash disk nya coba bonus nya nya fungsi terimakasih kurir nya ramah
1354,2,oke kabel otg fungsi
1355,2,maaf kecewa skliflashdisk
1356,2,flashdisk rusak format gdb lot laptop
1357,2,transfer speed isnt as fast as i expected usb
1358,2,barang ok barang nya punsi nyimpen data lain
1359,2,free gift sesuai gambar pouchnya merk seagate karet mouse pad ganti notes pulpen gambar ganti tipu
1360,2,free gift sesuai gambar pouchnya merk seagate karet mouse pad ganti notes pulpen gambar ganti tipu
1361,2,smart hubung nya fungsi coba macammacam selasa kembali barang
1362,2,barang mulus oke fungsi kartu garansi chat kirim serta kartu garansi pas kartu garansi kecewa
1363,2,barang sesuai order baca leptop tunggu baca
1364,2,kecewa flsdisnya tudak simpan dataa baca
1365,2,sesuai duga asli sih kapasitas real sayang transfer speed lambat beli pasti beli asli
1366,2,barang sih lumayan bagus kecewa sepet janji hadiah buka flash disk nya kapok nih flash gerak pena jempol nya
1367,2,gambar kecewatapi barang ok da
1368,2,barang rusak nih juragan jual pakai
1369,2,kecewa hardisk baca komputer coba komputer beda kirim barang rusak customer terima kasih kirim barang rusak
1370,2,iklan sp dlmhr nyata barang nya cover plastik kwatir kl jatuh pecahkenyataan promosi
1371,2,pesan sandisk ultra usb flash drive gb kirim tang sandisk ultra fit usb flash drivesecara kapasitas sih durabilitas fd ragukanyg heran salah kirim produk yapadahal item pesan jelasapa ulang beli selanjutnyawho knows
1372,2,beda seri iklankancoba order percaya
1373,2,sih sandisk beda tipe
1374,2,free kabel data usb flas led tambah barang barang kabel data led nya beli buah flashdisk barang bonus sungguh parah
1375,2,fd nyimpen video n film
1376,2,kecewa brngnya pakai
1377,2,simpan video
1378,2,kecewa
1379,2,hadsfree kabel data nya beli nya hot sale
1380,2,mensave data
1381,2,barang terima cium bau bau gosong jual terimakasih
1382,2,terima bongkar fungsi audio output fungsi sambung subwofer atur suara pindah auidio output kecewa deh murah harga
1383,2,dinyalain menit layar matidan kartu garansisekarang coba proses pengembalianmudahan cepat proses
1384,2,barang bagus kirim telat rabu tanggal januari dtng jmat marah in jasa kirim anter mending pakai kirim murah express
1385,2,barang terima ambil kurir tolak antar rumah alas barang atar motor antar orang bonceng lengkap barang baut stand televisi temu dalam box
1386,2,barang terima kurir alamat
1387,2,pakai data langsung rusak
1388,2,free iring kirim fdnya
1389,2,nyambung hp
1390,2,barang
1391,2,barang bagus aneh kali buka langsung transfer gb pas jam buka data hilang seta pakai data hilang kecewa gb datadata harga
1392,2,min barang kulir kirim sopan bngt k orangtua
1393,2,terang gb asli gb proses copy
1394,2,fisikhp okehp kualitas nowway jelek banget
1395,2,pakai lagu hilang maaf kasih bintang puas barang
1396,2,flashdisknya sesuai gambar
1397,2,size case sesuai ukur harddisk
1398,2,ko televisi nya beda yaagx kaya model skrang mah bawah kaya speackernya aneh nyaaud kirim pas kaya ginihemmmm kurir lazada mah langgan ramah bgtcuma playanan lapak muas
1399,2,lazmall kirim pakai jne minggu sih pakai jne konfirmasi barang telepon lazadanya
1400,2,maaf bintang rubahbaru bulan pakai lcd bergarisini komplennya lazada tcl lgsgkrn beli lazmalklo cepat tanggap kasih solusibintangnya rubah bintang
1401,2,cd rawa d gambar plug proyektor d kembali
1402,2,batam ongkir nya mahal
1403,2,sempet kecewa kirim barang bom terima status pesan terima tanda tangan nya jagan bikin orang prasangka buruk orang
1404,2,lampu indikator charge office brng mulus loadingnya lot
1405,2,detail lihat terang barang nya cepat eror notebook nya
1406,2,kirim nya minggu barang aman packing rapih saran tinggal pulau jawa barang minggu
1407,2,barang nyetrum lcd shadow bonus serta uang
1408,2,barang terima noticenya kirim
1409,2,barang nya bagus packing savetytp kartu garansi jya koq boskl claim bgm
1410,2,hmmmmmm
1411,2,hadiah speakernya taro dimanataaa
1412,2,kirim cepat barang simpan data kecewa
1413,2,kecewa gb isi
1414,2,simpan video
1415,2,maaf flashdisknya pakai paksa retur
1416,2,muas
1417,2,kesal lazada jne komunikasi beres imbas kena langgan tunggu barang kirim kirim komen proses barang langgan selamat ajar lazada jne komunikasi saran atas kembali dana serta biaya kirim beres aman langgan aman barang tarik ya atur bukti omong salut hormat urus kirim terimakasih
1418,2,bundling smartfrennya lantas iklan bundling smartfren
1419,2,televisi fungsi remotnya solusi untung pakai aplikasi remot tivi android remotnya pakai hp
1420,2,mohon maaf bintang barang fungsi remotenya hubung cs ganti baterai lauk barang kembali respons lazada kembali barang cepat moga kembali dana cepat beli televisi nya
1421,2,barang bonus kuota iklan kirim
1422,2,jaring wifinya fungsi wifi handphone jringannya televisi muat skli
1423,2,barang sih baguscuman kirim ketidakpastian nya cs lazada ttg jawab transaksi batal hmm solusi bagus
1424,2,cepat kirim oke packing kayu nya safety harga ongkir kasih packing kayu lakban lazada
1425,2,tvnya sampaikok hadiah bracketnya bilang batal yahapakah dikirimthx
1426,2,buku garansi ya contoh cari buku garansi
1427,2,barang murah murah gambar lumayan ok pixelnya detail gambar pecah beli barang dapet kartu garansi jual tanggung
1428,2,televisi ok banget kurir terima barang
1429,2,lexnya dtng malam banget barang terima orang d rumah d cek
1430,2,tolong cs pro aktif layan konsumen br beli televisi led nya rusak
1431,2,bagus usb nya jalan
1432,2,kirim estimasi barang kirim bareng inch pesan order tapipengiriman beda produk juara
1433,2,packing save kirim sesuai jadwal tentu
1434,2,televisi coocaa in ku beli kirim lamayg sayang baret tvkayak barang rejectan ajabsa ganti ya
1435,2,barang packing kayu waswas untung pecah terima televisi stiker garansi coocoa lepas klaim garansi
1436,2,batang packing kayu waswas untung pecah terima televisi stiker garansi coocoa lepas klaim garansi
1437,2,unboxing koq dapet kabel hdmi nya yaa mesti beli senditi dus tvnya juragan
1438,2,barang barang hantar listerik warna cerah sesuai deskripsi yamg hebohnyaa harga flash sale sayang kwalis barang murah kirim prinsip kehatihatian plastik bubble jakarta timur tunggu kisar customer
1439,2,datang tvnya lengkap mur pangkon dudukanya televisi tolong manajemen nieh mosok kalee nonton televisi disenderin lemari hadeh payah
1440,2,produk isi paket batreremote kartu garansi layar suara sinyal uhf std sayang televisi siar digital sesuai harga harga rupa lazada tolong pilih pilih jasa ekspedisi sesuai pilih jakarta karawang posisi tracking ninja express mendem gudang sortir ciracas purwakarta karawang milih sih pos jne jnt rumah belanja lazada terima kasih moga awet
1441,2,kulitas gambar harap over all ok barang harga kirim supar cepat
1442,2,barang bagus kirim packing kayu aman jne barang rusak pergi sayang invoice nota beli klaim garansi brooo
1443,2,suara standar banget kirain beneran surround lobang baut tempel tembok leta meja layar asa hd nya pakai layar komputer gambar patah patah pecah putar film pakai flashdisk sih mending gambar pecah yah harga rupa kirim sih ssesuai jadwal tera
1444,2,barang terima gambar pojok gosong ya komplain
1445,2,pakai bulan televisi rusak masuk menu android tvnya kontak csnya solusi moga solusi moga beli alami alami alami bagi terima kasih
1446,2,harap pilih merk uji tulis gratis ongkir tulis bayar
1447,2,vip card dikirimkantidak smart televisi televisi normal problem tombol homegooglenetflix fungsi diremote temu solusi tinggal vip card garansi mohon kirim informasi solusi lazada beli kecewa terimakasih
1448,2,packaging bagus pack kayu design bagus kaya televisi murah kualitas gambar televisi buruk harga nya murah ya warna pucat susah setting halang tampil menu informasi settingan gambar optimal kualitas suara televisi lumayan
1449,2,tombol google asisten muncul bluetooth mulu telusur aksesories tolong bantu aktif fungsi tombol kl retur
1450,2,tombol remote home netflix google play fungsi tolong solusi solusi mintak kembali barang lazada
1451,2,remote bisaconnect bluetooth tvpairingpdhal penct homekiri
1452,2,produk sesuai deskripsi kirim cepat aman sayang informasi vip cardnya
1453,2,barang kirim tampil tampil hardisk toshiba kirim hardisk seagate
1454,2,hardisknya baca automatisautoplay
1455,2,bungkus nya profesional pakai gelembung
1456,2,terimakasih barang murah murah sayang fungsi file error size pakai kecewa bodoh percaya barang
1457,2,barang nyimpen file besarfile sisa gb error
1458,2,fungsi n detect led televisi
1459,2,isi smp gb br kali blnj lazada kecewa
1460,2,kecewa kirim
