,rating,teks_setelah_prep
697,1,pesan tanggal status tanggal proses kirim barang datangkonfirm cs estimasi x ubah mundur trsee suru tunggu tanggal januari profesional kirim barang
698,1,baca ulas bilang digital mono nonton film gambar jernih salur televisi jelek pakai antena nomor sinyal
699,1,minggu pesan barang estimasi tanggal tanggal kabar moga barang
700,1,benarbenar recommended order tanggal barang cs nya muas suruh tunggu barang kirim panjang estimasi barang order order barang lazada muas
701,1,tunggu menunggumenunggubarang sampaidi proses kirim kecewa
702,1,layan buruk tanggal estimasi kirim barang belanja pikir deh cari online shop tanggung
703,1,bonus bracket bracket lampu led philips televisi nya bohong publik nama beli harga rb tolong donk lazada bracket
704,1,tanggal pesan des barang sampaimengecewakan beli produk
705,1,bos pesan ckp barang terima tentu desember nomor pesananbgimn bos ku tolong blsn kabar terimakasih
706,1,mas nomor resi pesan ko nomor resi nama jasa pengirmannnya
707,1,barang cepat sampei minggu barang langsung d kirim kualitas televisi bagus gambar jernih terimakasih lazada
708,1,bagus televisi nya gambar jernih suara bening cepat packing rapih nyampenya cepat banget
709,1,jelektimbul garis vertikal
710,1,tvnya mati fungsi colokin nyala nih
711,1,kirim super lebih estimasi
712,1,tanggal pesan status kirim belim
713,1,transfer tanggal tanggal cancel mantap terimakasih buang konsumen
714,1,produk lumayan bagus sayang ps layar kadang gelap input ps deteksi
715,1,kirim lelet kota kabar
716,1,pesan tanggal
717,1,paket order
718,1,pesan yapadahal status terkirimmohon informasi
719,1,cancel sesuain prkiraan
720,1,soundnya jelek pakai speaker aktif suara televisi nya
721,1,pesan tanggal feb sekrang barang trimapdahal dijabotabektlong ditndak lanjutithx
722,1,pesan tanggal desember kirim tolong layan kecewa berat
723,1,promo free bracketsaya pesan pas barang bracket nya pas telepon cs lazada bracket tersediaabis stok tawar ganti vocer lazada lazada tepatin comitmenya bom kirim kecewa
724,1,chat cs lazada jawab muas cenderung cs lazada sekolah chat lgs disconnect deh recruitment karyawan tolong perhati etika sopan santun
725,1,kirim cepat terimasih lazada
726,1,bulan garis layar lebar
727,1,kecewa beli televisi rusak bergarisgaris layar
728,1,estimasi tolong kirim kali kecewa layan
729,1,resolusi rendah x pixel murah resolusi layar kasih film full hd ya jalan resolusi rendah orang paham sih paham cacat cocok pasang apotek ruang tunggu bengkel poskamling taruh ruang tamu sip
730,1,tolong ya juragan cek pesan televisi led philips nama aulia latief tolong cek barang tangan member lari membernya lazada tolong konfirmasi televisi kirim kirim tunggu depan depan barang salah cancel ribet cancel barang kembali lazada pusat kecewa aplikasi belanja terimakasih
731,1,juragan kirim ya
732,1,kirim
733,1,barang ya estimasi sabtu des jual nya serius ya
734,1,estimasi bom area jabodetabek
735,1,bonus bracket
736,1,pesan
737,1,pesan pesan tanggal november
738,1,terimakasih lazada barang sampaitp kata kecewa televisi led philips inc layar retak kaya kegencetpadahal dus nya ok rapih penyoksy ganti bagusjangan kecewa konsumengmn nih hubung
739,1,pesan tanggal juni estimasi tanggal juni lha tanggal juni kabar
740,1,hubung kali beli lazada muas putus beli televisi lazada order tanggal mei kirim kantor tanggal juni barang kantor hubung pulang putus ambil televisi tanggal juni kondisi packing kayu rapi alangkah kejut bongkar layar televisi pecah parah kecewaapakah barang tukar
741,1,langgan setia lazada terima barang lex jne cepat pas order televisi philips ambil kurir dakota kirim lambat cancel nunggunya klamaan
742,1,barang cepat sesuai iklan lazada free bracketnya php daya tarik
743,1,kecewa pesan televisi tanggal pas cek email kirim klaw dikonfirmasiin biar harap
744,1,bintang barang kondisi bagus bintang
745,1,hubung kali beli lazada muas putus beli televisi lazada order tanggal mei kirim kantor tanggal juni barang kantor hubung pulang putus ambil televisi tanggal juni kondisi packing kayu rapi alangkah kejut bongkar layar televisi pecah parah kecewaapakah barang tukar
746,1,beli jabotabek kirim banget banget tolong jelek bngat kirim jabotabek tanggal bener cept banget murah mah murah kirim keluh tanggap lazada nomor resi cari
747,1,lazada salah pusat online besar luar jabodetabek beli produk televisi gmana daerah leluasa belanja lazada srmua item tawar beli
748,1,pesan tanggal barang sampaitiba cancel sistem alas kurir hubung respon sekalipadahal tunggu konfirmasi kurir sekalisangat kecewa
749,1,gilaaa kirim tinggal jakarta iri papua minggu barang kunjung nya barang kurir minggu ombang ambing
750,1,barang cacat charger bunyi letuk pakai packaging aman dalem kasih lembar bubble wrap kecewa
751,1,produk rusak hidup
752,1,mouse jalan
753,1,hi item ready beli silah langsung pesan whatsapp kirim cepat daerah terimakasih lazada lindung beli
754,1,mohin infonyadong instal gmnaya
755,1,bagus
756,1,beli produk lazada kali kecewa batal pesan lazada tanggal mei tanggal juni uang terima telepon cs x kecewa
757,1,touch pad fungsi cursor
758,1,minat orderpesan barang kamiuntuk sila add whatsappwa langsung resseller tokopengirima free ongkir indonesiaterimah kasih
759,1,minat orderpesan barang silah add whatsappwa langsung reseller tokoterimah kasih
760,1,assalamualaikum juragan krim tanggal sekakarang koq smapai
761,1,dear lazada produk garansi resmi langsung dipakaitidak kosongmelainkan program ms office terimakasih rara
762,1,apaka lazada cicil
763,1,garansi nya
764,1,juragan kaya nya terima laptop nya produk gagal install menang touchpadnya gerak pakai mouse gerak install menang boot nya muncul kembali produk juragan kecewa berat
765,1,juragan return kembali dana touchpad fungsi driver smart gesture install pakai menang
766,1,pas dinyalain langsung pakai yabelum instal windows nya ngerti diapain
767,1,kecewa banget barang pesan cancelkl emang kosong bilang kosong
768,1,pakai rusak bad kecewa
769,1,keyboard rusak faktor keburuntungan model masalah
770,1,fungsi
771,1,cicil
772,1,produk
773,1,barang barang pesan kirim tanggal des banget alamat nya pt modern ff jalan ry bks nihhh lazada diam
774,1,ap harga tertulissaya beridulu bulum caba tolong d ya lazada
775,1,beli barang barang nya lazada tanggal des kirim gaa comantar nihhh
776,1,nih kondisi barang second terima kasih
777,1,ap bayar
778,1,laptop notebook
779,1,cicil langsung pakai kartu kredit yah
780,1,kreditnyacicilanyagimna
781,1,dvdrom nya ya
782,1,kurir sopanmarah marah sabarantolong tingkat langgan puas belanja lazada
783,1,barang beli barang original barang bmsangat kecewa tipu parah nya touchped nya fungsi
784,1,pakai hidup
785,1,operasi sistem laptop blank layar hitam driver laptop ihhh benarbenar parah nih
786,1,barang mengecewakandan barang nya black market
787,1,barang charge plugged in isi
788,1,pagi terima televisi sharp led lclei jne buka layar nya pecah nomor resi pesan juragan nomor telepon pt ecart terima kasih
789,1,pesan batal tunggu minggu alas kurir alamat ditemukanini salah kurir lazadamasa customer lazada kali alamat temu kecewa
790,1,mesan bayar dilakukang agustus barang terima tanggal agustus malam antar jne kaget bawa barang motor testing kecewa tanda warna biru normal sulit ulas tanda cacat terima konsultasi d laku pengrmbalian
791,1,barang terima pemberitahuannya terima ya main kurir
792,1,kurir nya ramahtpi peking nya rapiharus nya kayu nyaaq terima pecahtpi salah sih buka minggu d kin
793,1,pesan terima selamat televisi nyala normal ari televisi nyala indikator kedap kedip wana hijau solusi lazada
794,1,barang kualitas rendah made in chinakualitas warna hancur teliti cari barang televisi jaman warna nya
795,1,barang pecahhancur
796,1,kondisi barang buka pecah batal kapokk beli
797,1,layar lcd nya pecahh kurir jnenya emang top
798,1,barang bagus beli dapet kirim ark umroh
799,1,kali kecewa blnj lazada televisi layar nya pecah
800,1,barang nya bagus
801,1,barang rusak parah layar televisi pecah
802,1,produk beli cacat produk produk
803,1,nga remot tiang televisi spertinya cek kirim asal
804,1,mohon informasi ganti retak
805,1,kecewa pas layar pecah
806,1,aneh barang tulis terima
807,1,pikir beli produk calon beli pesan bayar tanggal desember tanggal desember barang terima lokasi jakarta pusat barang jakarta barat bisa motor menit barang kirim toko nya lamban lazadanya peduli rating konsumen kurir nya bertanggungjawab sengaja pilih kurir murah gratis ongkir kemarin main jakarta barat menit barang nyampenganterinnya pakai apaanapa ngesooott beli produk tangerang shopee langsung nyampeketerlaluan calon beli biar hati
808,1,kurir nya ngesot payah ark bulky mending kurir lazada bantu push biar cepat barang kirim ark boyot ngesot
809,1,toko onlinenye top sih rugi konsumen beli barang tolak enak hati gilir urus refund waduhh susah nya ampun bener bad
810,1,sesal belanja lazada sistem bayar kirim barang sampai tolong lazada ark express kirim barang kunjung
811,1,kirim banget pesan tanggal maret tanggal april posisi jakarta keluh cs solusi suruh nunggu nunggu
812,1,mesen minggu barang batalin uang potong deh kecewa berfikir pesan nih barang
813,1,manual book terpasangbeda bangetbanyak fitur jalancolokan headphone dar nempeltapi jlnfitur menuhanya tulis sharp saraf
814,1,barang bayar tanggal barang bolak chat online solusi kasih solusi suruh nunggu kasih batas cancel kecewa kapok blanja
815,1,barang pajang juragan bikin kecewa bayar tolak mentah ngurus refundnya ribet nya ampun mesti inilahitulah kerja jelek
816,1,toko online tolak pesan konsumen enak hati hitung detik ngurus refundnya bermingguminggu pakai duit pakai duit konsumen donk pinjam dibankgampang
817,1,barang kirim terima kasih lazada saran mohon cepat kirim barang
818,1,retak layar fungsi
819,1,kirim gilir cancel barang
820,1,barang transfer tanggal november cs lazada respon
821,1,ragu comen
822,1,sayang virus
823,1,terima order flashdisk untung pesan bayar kirim ribet cerita
824,1,enak tuh belanja lazada beli cari untung lazada gampang beli barang biji beli terima komplain bilang terima tinggal foto biji produk umpetin percaya jamin duit barang anggap kirim gara merchant nama aneka perdana beli kirim komplain foto percaya foto kemas beli barang mahal banget akalakalan barang murah harga percaya lihat transaksi tahu ah pokok cari untung lazada ikut atas jamin hasil komplain lazada kiki nomor komplain nama merchant aneka perdana bulan gantung terima kasih lazada kalah rekor komet ya komplainya timbang sob mudahmudahan manfaat
825,1,hologram tempel tulis genuine produk rusak
826,1,flashdisknya lot copy file flashdisk kecepata maksimal mbdetik lot copy film
827,1,kali pesan nya lancar jaya tolong perhati emang barang redy kirim emang barang nya tolong cencel langasung
828,1,najong flashdisknya rusak pindahin dokumen eh pas mindahin delete
829,1,kecewa barang situ tera gb pas beli bungkus gb pas cek laptop gb kzllll
830,1,kali ngantarudah wa diantarekspedisi inikatanya antar dibatalkanlazada kerjasama ekspedisi amburadul
831,1,bilang estimasi tanggal tanggal bilang kirim jalan kabar tolong proses kirim flashdisknya besok
832,1,lhaaa ulang kali mesen alamat gagal salah si kirim ni input alamat selengkaplengkapnya yasudahlah
833,1,isi flash disk sesuai copy data error barang kembali
834,1,sesuai
835,1,tahan koit untung kayak
836,1,barang jelek fungsi
837,1,deteksi virus nya flash disk hapus kecwa banget
838,1,kirim tanggal nyata tanggal
839,1,tolong kirim ulang
840,1,kapok deh pesan lazada khusus televisi barang berat kirim super barang kirim tanggal desember cek tracking tanggal december depok barang kirim rumah daerah bojonggede desember jarak depok rumah nyampenya kaya kirim jawa libur tahun kacau gara nunggu jelas nyampenya lazada maaf
841,1,kirim cepat sama sayang pas coba sensor televisi fungsi mohon cek kirim
842,1,suka mati angkat klaim garansi asus
843,1,kridite
844,1,tinggal kota salatiga barang kirim solo mohon jual bantu
845,1,minggu order laptop cicil bankg masuk order barangnypadahal sesuai petunjuktolong solusiny
846,1,kirim almat penagihanny mana bolak barang suruh bayar iya
847,1,barang bekas
848,1,minggu order laptop sesuai petunjukg gman carany min
849,1,juragan maaf tvnya sampaitapi kurir suruh tunggu cek posisi kardus televisi baret pikir kondisi televisi dinyalain layar rusak komplain hubung nomor ya
850,1,maaf tinjau kecewa banget kirain belanja lazzmall aman barang bagus parah tvnya bluret parah semut hilang numpang antena tetangga pakai antena digital
851,1,min televisi nya pecahh tolong garansi
852,1,aman belanja lazada barang terima estimasi estimasi feb terima feb aman packing kayu belanjja lazadda barnag jenis televisi pakai packing kayu moga barang aman kendala
853,1,kali nh blanja barang nya sesuai harap layar lcd nya garis lebar layar televisi
854,1,paket terima cek layar televisi pecah tolong ganti
855,1,niat jual barang kirim sekang thun langgan lazada kli ni pesan barang tanggal estimasi bom kirirm barang nya
856,1,tolong perhati kirim tera fragile perhati akibat barang ya pecah panel terima kasih
857,1,bukti gambar nya layar televisi sharp inc
858,1,pesan janji tanggal feb detik terima layan lazada tolong baik jadwal nya menggangu scedule beranta
859,1,kirim telat jangka informasi langgan mohon tanggung jangka langgan
860,1,estimasi barang pesan tanggal kabar lazada
861,1,nunggu minggu pesan bom kecewa lazada
862,1,brngx bagus
863,1,tulis bayar kirim proses
864,1,pesan packing kayu lcd pecah tuju
865,1,bagus kecewa sayang bonus sid
866,1,kirain usb nya ambil model i
867,1,pesan nya tinggal pertngl brng kecwa banget proses pengrman
868,1,menegecewakan cek sangsi
869,1,expedisi proses banget juragan
870,1,bagus sesuai pesan kirim lot banget
871,1,tolong uang dibalikin
872,1,kirim
873,1,barang kirim sih packingnya bagus seri lclei kirim lclei build kualitas nya bagus warna putih frame televisi nya cat putih suara sih oke features nya loh standar banget gambar tajem
874,1,spesifikasi nya salah tuh juragan digital smart televisi digital smart hati juragan sangka tipu
875,1,langsung costumer titip
876,1,bintang nya
877,1,barang nya rapi cek rapi muas thak juragan
878,1,kurir antar
879,1,nih barang
880,1,barang tanggal jan
881,1,kemarin laptop coba pas coba laptop nyala regist mati nyala gambar refund
882,1,lot banget sesal beli ni laptop pasang software lelet recomend beli ni sesal
883,1,barang jelek
884,1,pakai minggu mati total
885,1,lot banget nyesal bli skligus
886,1,salah produk order tanggung uang layang tolong jual identitas si jual ya
887,1,batal sepihakharusnya konfirmasi by phone limit potong
888,1,parah pokok parah nya mah cepat pas buka cd nya baterai drop pas pakai charger kali kali belanja lazada kali beli kecewa return cepat
889,1,parah tutup layar nya buka layar blank warna hitam foto ya
890,1,sesuai jadwal delivery tentu barang terima aplikasi email terima cs bukti terima kasih tanggung jawab nih
894,1,tarif bentuk beli lazada tanggal januari saaat tanggal januari televisi pesan kecewa
895,1,pesan terima estimasi
896,1,ongkir lzda
897,1,sandisk ultra beli pakai copy nyimpan file diprotek ni d write protek produk kalupun protek kasih ulas buka proteknya lazada andil malas belanja lazada
898,1,order jam kirim tambah biaya rupiah kirim barang
900,1,sambunginnya ko pasang ko masuk masuk kenapaya
901,1,braket sesuai iklan
902,1,pesan ramadhan unboxing sumpah sesal banget buka lcd nya pecah klaim mana min
903,1,barang terima kondisi prihatin panel led retak bentuk oval salah expedisi iya televisi cepat panel led nya pecah kecewa barang estimasi lama order tanggal desember palangkaraya tanggal desember tanggal estimasi lama desemberckck
904,1,rugi rupiah rb biaya packing kembali barang cacat tgg lazada
905,1,barang keluh berbusabusa
906,1,kipas bunyi cepat banget jelek
907,1,parah ya lazada mentang bayar kirim barang main dibatalin alesan alamat kirim nya alamat mah kurir nya gaji capek makan tuh gaji buta
908,1,halah pakai corrupt baca kartu pakai card reader hp detect kecewa
909,1,kak pesan nomor order terima skripsi tera kirim pesan tanggal desember terima tolong tindak lanjut trimakasih
910,1,pesan batal ya kurir rumah antar barang rumah pas bawa barang senin rumah kurir cek email barang beli batal mohon informasi pesan batal
911,1,pesan online lazada harap barang cepat sampaieh sekang barang jugatau enak beli toko ajalelet banget layan y
912,1,ny alih produk pesan pesankrna skrang
913,1,barang kau nyimpen app pindahin app device k sd card nya rugi mahal kau
914,1,buka email lazada pesan batal pesan batal batalin pesan pemberitahuan aplikasi lazada pesan kirim kurir internal nih pesan sabtu seninrabu pesan gudang lazada didepok jatiasih kurir lazada nya kenal suka pesan lazada
915,1,antar cepat kemarin sore pesan har ini kecewa real kapasitas nya gb
916,1,barang order minggu telepon kurir kirim sabtu sore kemarin tunggu niat kirim si kecewa kurir lazada x kecewa lazada ragu beli lazada
917,1,pesan tanggal desember barang tolong jelas nya
918,1,baca hp kecewa
919,1,dtunggu alas alamat temu lengkap
920,1,cepat banget rusak ya bos klaim garansi nya
921,1,beli koq baca tulis label gb koq real nya
923,1,barang bom terima kom status selesai sih niat jual balikin duiy woi
924,1,memory rusaktidak terbacatolong lazada bijak
925,1,sampah
926,1,laptop bagus officenya trial hmn caranyadichat diread doangudh beli officenya asli gbisa pakai gakternyata trial doangini beli solusi
927,1,baca
928,1,produk tang rumah lapor jne paket terima pulau beda moga edit tega bintang
929,1,kemas kartu garansi
930,1,serasaa tipu pas pesan harga rb pas rb kacauu
931,1,buruk terima barang tulis terima
932,1,pakai write protect apa apain micro sdnya
933,1,barang terima kirim ini
934,1,errorrrrrrrrrrrrrrrrrrrrrrrrr
935,1,pembohongannn cma gb doanggg
936,1,adaptor pakai pakai card reader
937,1,barang terima
938,1,sd card asli palsu buka kondisi pas coba transfer file very low speed plus file transfer corrupt untung coba pindahin pakai copy paste lsg cut moved hilang rusak file oi lazada mall barang barang kau paking original parah tahu salah kaprah memory bagus real kapasitas cantum tulis kartu memory bagus kapasitas potong system rewrite sd card kartu gb cek kapasitas baca atas gb brarti memory card jelek alias cacat pabrik kecewa kapok kali beli lazada laz mall jual lazada bener berkah tipu kampret
939,1,sorry say kali layan lazada jelek
940,1,pesan si terima pemberitahuan nrima orang brnma budi utomo kenal min nm trsbt pesan nerima orang tertawa saranin ya dear min samsung gunain jasa nama ninja express mending pakai jasa kurir alam jne or jt express bukti percaya psen trauma min jasa kurir ny ninja naruto wkwk
941,1,barang sesuai merk lexar gn kapasitas gb
942,1,barang original tukang tipu kapasitas format gb
943,1,payah dipasangin gb
944,1,rusak paki
945,1,barang abkir rusak malas klaim
946,1,beli tanggal mei minggu muncul suara jangkrik browsing scrolling pas ngetik ulas muncul suara terkadang suara nya tibatiba tinggi ganggu beli mahal nya jangkrik
947,1,barang tangan rusak charge tombol power fungsi hidup
948,1,kecewa belanja barang terima
949,1,hardisk dibtes baca instalkan aplikasi simpul harddis rusak kecewa
950,1,paket terima kurir pas pakai flashdisk nya sungguh buruk kualitasnyaparah kapasitas gb copy file gb eh reportnya space
951,1,pantesan buy get hadiah cacat barang leyot moga pakai
952,1,barang flash dist siomi charger nyata barang flashdisk bluetooth rusak alias pakai bagaiman jual barang beli rekomendasi
953,1,barang kurir ramah kecewa charger nya ber fungsi pakai deh harap ditingkatkn kualitas nya
954,1,original barang moga awet n aman sih
955,1,buka
956,1,monitor rusak bingung aplikasi lazada hp android ribet
957,1,flasdisk rusak sesal
958,1,barang beli mahal pas menyalamohon ganti barang beli
959,1,bagus banget cepat banget pakai transfer data harga lumayan murah kualitas bagus
960,1,tqwarka original kau kuat nya bayang takut file simpan flasdik
961,1,barang packing layak alhasil barangtv kondisi layar led rusak parahpecah
962,1,bagus error
963,1,data masuk flashdisk corrupt
964,1,flashdisk dua rusak
965,1,murah pakai usaha jujur yah biar bnyak rezekynya amin
966,1,fd gb buka juragan
967,1,erorr
968,1,flashdisk fungsi file simpan hilang file video buka penuh recomended deh pokok
969,1,flashdisk file pindah flashdisk eror buka
970,1,flashdisk simpan data langsung error baca buka
971,1,barang rusak pakai transfer data pas buka format ubah data hilang bonus baca kecewa banget balikin v malas biar gantung kunci lumayan
972,1,barang terimapaking y bagus rapihini coba flasdisk ydan hasil bagus semuanyagak kurangfile musik full masuk gb terima kasih lazadasukses ya
973,1,flash disk gilapenjual ny gilaflash diak rongsok jualfile data hilang smuaapalagi gbflashdisk abal
974,1,lanjur beli flashdisk fungsi isi file film hide baca not recomended
975,1,barang selamat kualitas barang jelek nyimpen film nyimpen data filenya d buka kecewa not recommanded
976,1,barang fungsi
977,1,tobat beli sibaca jual jual juragan tobat tobat beli
978,1,bintang orang toko kali ya fd pakai sue
979,1,buruk produk pakai bonus nyajd ngumbang
980,1,flashdisk gb nya
981,1,paksa bintang
982,1,error dua
983,1,flashdisknya simpan file hilang data simpan
984,1,pakai fd nya masukin data error data hilang
985,1,beli fungsi sedih
986,1,murah data hilang
987,1,barang sesuai foto memory otg gunakancorruptrusak
988,1,baca televisi led
989,1,pakai
990,1,flesdis gb pakai
991,1,gb nya asli boongansangat kcewa
992,1,barang nya pakaiproduk jelek kecewa banget
993,1,bonus pakai satu nyimpen file
994,1,kecewa flashdisk gbnya mindahin data simpan data
995,1,baca
996,1,ganti kasih bonus kl pakai
997,1,murah
998,1,kecewa
999,1,pass
1000,2,kirim tanggal pesan tanggal barang kemas tanggal ambil ekspedisi tanggal dijabotabek
1001,2,kirim sesuai tanggal tera
1002,2,barang cepat sampai kualitas fd bagus file copy corrupt
1003,2,ram gb gb
1004,2,barang kirim gambar
1005,2,proses gagal pesan
1006,2,kirim cepat kualitas gambar bagus kualitas suara oke dvb t fungsi remote error tombol source fungsi ganti usb hdmi mesti pencet tombol fisik tvnya ganti jual suruh kontak aquanya aqua remote rusak beli ganti toko ribet deh pingpong
1007,2,klwdi kirim k karawang
1008,2,gambar
1009,2,barang terima kirim lumayan cepat jual perhati etalase televisi jual bonus free braket televisi nya braketnya ongkir cantum rupiah kirim sesuai cantum pas cek resi cantum ekspedisi cobra ternyara konsumen rugi toko catat kecuali menylesaikannya
1010,2,juragan pesan warna biru warna merah
1011,2,barang kirim sesuai tampil
1012,2,muas
1013,2,kualitas barangny jamin ya
1015,2,tera stok klik beli salah mohon baik
1016,2,bayar tempat
1017,2,cicil gmnaklw kartu kredit
1018,2,tb harga segituu
1019,2,hardisk pc takut nya beli muat untk ukur hardisk pc juragan mohon jelas
1020,2,clickbait banget ya judul beli casing untung kasih kabel usb
1021,2,windowsnya original
1022,2,juragan tolong cek barang say pesan tanggal mei
1023,2,kabel tes moga tnx
1024,2,barang nya bagus y moga pas bagus
1025,2,klaim garansi y
1027,2,produk bagus original kirim benget
1028,2,antivirus nya claim
1029,2,windows
1030,2,barang ok kirim banget capek nunggunya
1031,2,barang bangetkirain gambar
1032,2,juragan barang khusus djabotabek bandung
1033,2,xxnnxif
1034,2,packing fragile
1035,2,mohon tunjuk nya
1036,2,unit bagus jalan normal pesan unit kabel usb dipakeerror connect
1037,2,pesan one servis pesan pakai gojek
1038,2,casenya kadang baca kadang
1039,2,barang coba errordata masukgk muncul pemberitauan pas pasang laptop
1040,2,pakai pc
1041,2,hardisknya kosong mohon respon
1042,2,tuh hardisk casenya
1043,2,kredit sie
1044,2,bonus kabel otg bentuk fd nya beda ya
1045,2,barang selamat kirim hitung cepat kecewa hard case hdd inch inch
1046,2,pesan warna hitam warna biru
1047,2,pesan warna hitam nya warna biru
1048,2,kapasitas full gb baca gb
1049,2,original ka
1050,2,pesan terima case hardisk usb obeng sekrup sesuai judul iklan aju kembali dana sesuai respon lapak trimakasih
1051,2,gb gb
1052,2,barang nya emang cepat kirim nilai lazadanjuga jual sesuai judul harga minim kualitas minim saran nih ya mending beli original oem copy filenya susah baca mesti format yaaa ujung nganggur pakai coba beli test tau dapet kualitas bagus
1053,2,brang pesan lengkap
1054,2,bagus barang sesuai gambarbentuk nya beda besarbonus nya bagus bagus
1055,2,cek nomor resi nyata kirim gagal barang jalan pengirimdengan batal pesan terimakasih
1056,2,kadang tibatiba unplug
1057,2,cepat stabil kadang mbps
1058,2,credit
1059,2,lihat ulas nih laptopmakasih yahik hik hik
1060,2,otg nya gs dgunain hp
1061,2,judul deskripsi bener judul tulis smart televisi deskripsi dijelasin banyak gadoin micin nih jual
1062,2,ya inch inch
1063,2,juragan bener inch inch
1064,2,kirim surabaya jack nya ygcabang beli program ws nya scan repot sih terimakasih ya lazada
1065,2,layar sentuh ya
1066,2,digital
1067,2,kecewa flashdiskny format ntfs copy file corrupt jdiin bootable windows eh detect ny gb gb abal nih fd kekny
1068,2,kurir profesional
1069,2,gilee barang rumah k eh harga turun k
1070,2,fungsi
1071,2,kirim barang oke fungsi kaki nya diri in nya nih juragan mohon kirim ya nya bom kirim cek lengkap nya tinggal
1072,2,lumyan
1073,2,free bracket nya available wilayag jabodetabek juragan
1074,2,bayar d
1075,2,thexs lazada barang trma kirim cepat paking rapi oke trmks lazada
1076,2,barang order tanggal juni tanggal terima juni terima barang nomor resi terima email mpds cek mohon informasi terimakasih
1077,2,ikut langkaah kirim ternytaa pas install startuseexe nya input activationnyacode nyaa invalid
1078,2,pesan tgal pakai jasa kirim gojek harap tgal siasia bayar ongkir butuh cepat antivirus gagal pakai harddisk oke barang oke tingkat kirim
1079,2,kirim bungkus kardus buka kecuali usb antivirus kappersky tau promongga sesal
1080,2,tutup nya buka this front cover be opened
1081,2,kecewa flashdisknya kapasitas kurang gb konek otg uang nya mahaltapi konek otg
1082,2,bagus pesan harga mahal
1083,2,barang nya d tangan hilang
1084,2,barang bgusmemori gb baca gbsemoga awet aminn
1085,2,sesuai capacity nya
1086,2,kecewa pesan kabar kurir
1087,2,barang sesuai free pen ponch nya
1088,2,orang kirim pakai gojek charge kirim pakai jne layan lambat pesan jumat undur senin kirim nya tahan nya pakai jne jual nya aqua
1089,2,cover nya bagus sesuai keguanaanya backup file kartu garansi kompetibel copy software
1090,2,harga turun pembayara langgan kecewa
1091,2,pesan tanggal des kirim gosend barang terima aneh status kirim barang terima aneh status jam order jam barang kirim ngawurrr coba hubung jual response coba hubung lazada jawab standart solusi bener kecewa tipu
1092,2,kirim waktutetapi packing memuaskansehingga barang terima cacat
1093,2,carany cicil
1094,2,warna
1095,2,jenis barang tersebutternyata harga bekas bilang mahal harga pasar charger stabil longar tolong tim lazada perhati jenis barang second
1096,2,lazada tulis terima barang
1097,2,gb gb hadeh
1098,2,harga lumayan murah hasil kecewa sinyal gambar warna bagus
1099,2,rada beli emang harga segitu tuh free
1100,2,beli rb rb beli beli
1101,2,hati tipu harga murah
1102,2,cd rom driver nya
1103,2,pakai menit hdd nya baca colok ulang deh
1104,2,penyimpananx tb msi ready
1105,2,baut
1106,2,cracked in delivery in sudut weeks and only dvds played not working just shows nomor disc nomor guarantee
1107,2,barang nya bagus sesuai
1108,2,kecewa tuk video
1109,2,beli rusak filenya langsung karakter aneh untung filenya cut
1110,2,fisik pakai hdd toshiba pakai hdd hitachi size cocok t kecewa fisik pakai hdd toshiba harga loh turun
1111,2,layan bagus sih produk bagus
1112,2,tolong pesan batal okeee
1113,2,terimakasih pesan cepat
1114,2,pesan tanggal kirim tanggal butuh banget pas kaget banget beli laptop jadiin wrap bubble alhasil kardus penyok parahh beli laptop juta biji asa beli barang murah untung laptop
1115,2,nyimpen rusak data
1116,2,flashdisk rusak tipu bangsat beli juang kecewa beli rusak
1117,2,barang ya terakhit tanggal desember
1118,2,colok flashdisk error bootable format akh kacau
1119,2,kemas isi kusut kemas stiker warantynya
1120,2,barang selamat coba barang sesuai gambar
1121,2,produk original kemas buka pakai cutter bagi
1122,2,aju kreditcaranya apaterima kasih
1123,2,kirim surabaya ya
1124,2,tampil enak y ram gb kadang aplikasi ny xiaomi gb
1125,2,kirim nya
1126,2,warna hitam
1127,2,pesan merah kasih hitam tipis shockproof besar case nds xl kaya kirim
1128,2,ya
1129,2,warna salah ukur barang cocok hdd sesuai harga
1130,2,kirim produk beda retur malas ribet
1131,2,bagus bahan buat aluminium stainles kes kokoh
1132,2,gemebel corup pas copy file najis tlol
1133,2,kirim cepat terimakasih
1134,2,flesdisk nya copy file komputer dibukak kecewa banget tipu
1135,2,barang cepat pesan gb kirim gb
1136,2,sesuai pes gb gb packingnya rapi kurir ramah thnks lazada
1137,2,barang kemas rapi barang terima cacat menindahkan file save data hilang sambung televisi file dukung pakai fd toshiba milik mama sambung
1138,2,packing rapih dokumen pindah baca buka putar
1139,2,flashdisknya d pakai
1140,2,kirim nyapesen des sd terima
1141,2,mesan statusny proses ya
1142,2,layar nya goresanngak tau tukar k
1143,2,pb slim nya merek tau mahh nya juragan
1144,2,pesan kirim kirim status proses barang toko nomor pesan gmana batalin mesan
1145,2,bonus bagus hardcase kecewa harddisk nya bekas pakai axioo pakai kali baca
1146,2,flashdisk nya baca laptop pindahin file
1147,2,sampenya lamretaaa
1148,2,mudahmudahan awet
1149,2,bonus bintang minggu datangx kurang bintang
1150,2,coba ngetik eror tekan l langsung
1151,2,not real gambar tulis usb
1152,2,barang connect hardisk led nya nyalah
1153,2,body flashdisk renggang rekat alteco oke jelek alteco
